"Index","Obs_Estimate","Obs_SE","Obs_p","Obs_R2","Obs_Signif","Std_Estimate","Std_SE","Std_p","Std_R2","Std_Signif"
"TDq0",13.0015654446097,0.784494925408056,1.19469634348744e-49,0.350509657528617,"***",6.03415453560522,0.670258942066558,4.3945632413002e-18,0.13735977097502,"***"
"TDq1",3.11398329043785,0.34778908040051,6.4576326160417e-18,0.136069753447433,"***",2.03911811420678,0.354964118197646,1.5874206277251e-08,0.0608858614058557,"***"
"TDq2",1.66206320303725,0.241151946691959,1.63090169317369e-11,0.0853676151676105,"***",1.16501467661614,0.247607982116853,3.27439530541731e-06,0.0416829802393516,"***"
"FDq0",1.78309740666555,0.106970704250988,4.23775361391517e-50,0.353122135602004,"***",0.752981704756255,0.0679173771612209,9.82611289861781e-26,0.1945126959943,"***"
"FDq1",0.478860211061164,0.0541103650330712,1.45246282640629e-17,0.133347212964949,"***",0.256508833398634,0.0392321380335546,1.51614678460169e-10,0.0774782047292728,"***"
"FDq2",0.275912583607047,0.0396742202101438,1.09114204200819e-11,0.0867811133670136,"***",0.154335746424877,0.0300313341440895,3.94025511147862e-07,0.0493308162882131,"***"
