"","HYBAS_ID","num"
"305",5040073420,77
"306",5040076530,22
"307",5040076890,19
"308",5040077640,284
"309",5040082270,1497
"310",5040085040,1183
"311",5040087630,15
"312",5040491370,58
"313",5040491510,41
"314",5040511570,83
"315",5040524870,586
"316",5040533380,17
"317",5040533450,16
"318",5040591010,34
"319",5040591050,1783
"320",6040000010,26
"321",6040000740,293
"322",6040000750,86
"323",6040005190,22
"324",6040005490,148
"325",6040005500,33
"326",6040007010,33
"327",6040007960,147
"328",6040008320,62
"329",6040009770,44
"330",6040012800,21
"331",6040013420,16
"332",6040013430,45
"333",6040013750,64
"334",6040013760,557
"335",6040014330,43
"336",6040015940,17
"337",6040015950,15
"338",6040016720,26
"339",6040016760,71
"340",6040016970,26
"341",6040016980,110
"342",6040019090,15
"343",6040025130,28
"344",6040025140,21
"345",6040025420,43
"346",6040026140,68
"347",6040026990,16
"348",6040029280,13
"349",6040032290,131
"350",6040034810,113
"351",6040040460,159
"352",6040075390,20
"353",6040075410,18
"354",6040084750,20
"355",6040102250,77
"356",6040102330,10
"357",6040239720,83
"358",6040239820,26
"359",6040262110,47
"360",6040262220,28
"361",6040280400,172
"362",6040280410,158
"363",6040285930,20
"364",6040285990,73
"365",6040345000,14
"366",6040527670,47
"367",6040527680,12
"368",6040709820,14
"369",6040752460,20
"370",6040752470,73
"371",6040814820,277
"372",6040814830,37
"373",6040870370,35
"374",6040870380,17
"375",7040000010,290
"376",7040005410,31
"377",7040005420,104
"378",7040006390,85
"379",7040006400,108
"380",7040007380,61
"381",7040007390,41
"382",7040007830,65
"383",7040007840,82
"384",7040008720,1136
"385",7040013170,75
"386",7040013180,859
"387",7040013550,1085
"388",7040013560,383
"389",7040014040,107
"390",7040014050,41
"391",7040014200,247
"392",7040014210,28
"393",7040014250,954
"394",7040014930,106
"395",7040014940,333
"396",7040016260,530
"397",7040016270,376
"398",7040019010,16
"399",7040019200,11
"400",7040020100,31
"401",7040021740,27
"402",7040024300,10
"403",7040024580,124
"404",7040024600,31
"405",7040024830,23
"406",7040033480,100
"407",7040034520,145
"408",7040034530,494
"409",7040038340,1618
"410",7040039620,700
"411",7040039630,229
"412",7040039870,268
"413",7040039880,4661
"414",7040041050,436
"415",7040041060,619
"416",7040041400,647
"417",7040041410,1375
"418",7040042040,880
"419",7040043090,318
"420",7040043100,13
"421",7040043160,263
"422",7040043170,3258
"423",7040045890,282
"424",7040045900,312
"425",7040046590,429
"426",7040046600,134
"427",7040046750,216
"428",7040047060,64
"429",7040047070,294
"430",7040047850,793
"431",7040047860,62
"432",7040047970,3880
"433",7040047980,636
"434",7040048300,1994
"435",7040048310,30
"436",7040048410,2980
"437",7040048420,2280
"438",7040049270,1861
"439",7040049280,14
"440",7040049990,78
"441",7040050000,107
"442",7040050640,36
"443",7040050650,11
"444",7040050920,47
"445",7040050930,140
"446",7040054660,119
"447",7040054670,120
"448",7040059990,87
"449",7040064730,136
"450",7040065760,299
"451",7040070790,21
"452",7040072800,232
"453",7040073620,215
"454",7040073630,124
"455",7040073660,20
"456",7040073690,207
"457",7040073710,145
"458",7040073720,234
"459",7040073780,50
"460",7040073830,78
"461",7040073870,24
"462",7040192420,48
"463",7040192560,736
"464",7040194860,38
"465",7040194980,28
"466",7040282720,26
"467",7040282770,31
"468",7040374800,100
"469",7040374950,943
"470",7040379310,111
"471",7040379430,769
"472",7040388580,25
"473",7040388740,257
"474",7040392520,436
"475",7040392650,949
"476",7040394680,427
"477",7040394690,190
"478",7040395190,214
"479",7040395340,135
"480",7040402320,682
"481",7040402430,5367
"482",7040426310,96
"483",7040426320,475
"484",7040569640,2664
"485",7040569650,3308
"486",7040585110,101
"487",7040585120,126
"488",7040607990,20
"489",7040608130,68
"490",7040612640,6978
"491",7040612840,148
"492",7040632220,65
"493",7040686450,12121
"494",7040686540,450
"495",7040707710,400
"496",7040707810,1559
"497",7040741760,1724
"498",7040741770,73
"499",8040000810,20
"500",8040000820,106
"501",8040002260,36
"502",8040002270,37
"503",8040007180,12
"504",8040007190,41
"505",8040008390,49
"506",8040009560,12
"507",8040141480,22
"508",8040176200,115
"509",8040183760,17
"510",8040219290,36
"511",8040252760,33
"512",8040307300,34
