,HYBAS_ID,Nat_dis,LSR,IE_lmx,IE_amn,IE_amx,Riv_a,Riv_v,GTD,Act_eva,Bio1,Bio2,Bio3,Bio4,Bio5,Bio6,Bio7,Bio8,Bio9,Bio10,Bio11,Bio12,Bio13,Bio14,Bio15,Bio16,Bio17,Bio18,Bio19,Elev_range,Elev,Str_gra,Ter_slo,For_ext,Cro_ext,Area,Pas_ext,PAE,GDP,HDI,HFP,HMG,Sam_eff,Pop_d,Pop_c
49,1041259940,2535.299,220,13,4,9,116644.313,2476953.75,190,912,21.63185381,12.35682566,63.32799019,152.3252633,30.84992875,11.17885656,19.67107219,22.04142058,19.63815883,23.18109187,19.5476536,1169.718824,232.7341542,0.297189175,97.60225823,645.2774236,3.554862147,216.1185467,46.94109345,1478,1134.795979,57,20,79,10,453077.6,31,15,31886.54294,486,6.101993229,0.189199926,308.9978405,23.503,10590.605
50,1041259950,1769.445,132,23,15,18,46923.297,854248.25,239,874,22.37857807,10.95163686,70.49053221,89.79057334,29.81033908,14.18897401,15.62136507,22.45266103,21.34134251,23.41509465,21.2691481,1053.36414,192.9046604,1.986772012,84.94150801,499.155614,13.07537421,197.5690663,62.56306612,3467,1169.243184,78,32,46,9,266510.8,36,28,49553.17121,502,7.51804663,0.235575387,60.03509051,56.265,14541.167
51,1041431480,715.641,154,1,0,0,31908.195,513320.469,237,770,21.95406514,12.46697795,55.78740619,264.5150459,32.72032785,10.3281259,22.39220195,23.25476192,18.40046444,24.76980537,18.30686579,945.8911229,234.4650635,0.186807043,118.5122983,652.9850548,1.436380715,262.1822111,2.032630149,1911,949.6673861,80,31,48,8,149538.4,41,47,18038.00018,574,5.722487188,0.197048555,120.3704199,15.975,2388.146
52,1041431680,1852.782,83,2,1,1,7602.766,358862.344,380,640,22.53335117,13.01689338,53.5169138,303.2081725,34.13855969,9.811942049,24.32661765,23.86904485,18.44638985,25.73548874,18.4194615,802.3221453,204.5287197,0.022923875,120.3262346,572.6254325,0.539013841,141.9528114,1.911029412,1101,803.7360727,91,41,32,3,19076.7,33,73,759103.2143,552,7.179346326,0.229426704,1834.698873,60.872,1161.606
53,1041438780,491.555,166,9,2,3,36464.227,688024.5,134,813,20.47210618,15.19679967,58.33523846,277.3586547,32.33930056,6.283924854,26.0553757,21.82231798,16.6913148,23.22959012,16.5640558,972.1916337,232.1091872,0,115.1943636,651.0124145,0.353999405,198.3467249,5.181040525,1200,1167.836546,35,11,64,6,156566.4,31,46,155911.5874,578,5.848184674,0.204517446,153.2895947,32.152,5032.707
54,1041438860,1323.527,58,8,5,7,30906.154,863144.75,319,592,21.28608416,14.16700531,56.13724759,318.1620682,32.85567367,7.619734001,25.23593967,23.22066891,16.91245465,24.42838051,16.87771075,692.7630896,168.584922,0.106710574,114.2802045,475.0393932,1.857971913,247.277667,4.719783222,1208,1023.724504,62,21,36,7,165736.8,38,28,26440.18642,529,7.503055841,0.246794721,398.2217588,27.286,4480.414
55,1041472390,601.546,255,29,22,25,44060.891,846359.063,189,858,21.63418441,10.28553003,58.0296352,221.8581747,29.98832502,12.27838079,17.70994423,22.9786022,19.3661283,23.92426422,18.49356846,1131.078477,257.6472569,3.950021563,105.5046381,690.4087175,17.44519726,315.0836628,26.60025563,2843,884.4441269,108,41,40,14,161059.1,31,11,105248.6099,480,8.58602708,0.332060512,173.8492268,97.427,15362.821
56,1041472430,3174.302,172,5,3,4,64426.258,2236521.75,329,702,22.21759298,13.24182816,58.72887336,282.4017587,32.83871919,10.28998459,22.5487346,24.17669752,19.19422903,25.02824689,18.28451804,828.9056977,207.3538267,2.140273421,114.8580259,568.5906663,9.164929765,296.5140616,11.45049726,2439,761.9627795,77,35,35,7,197311.4,40,10,56965.10619,458,7.196285073,0.227375959,162.1801883,41.902,8203.279
57,1041473880,1012.679,160,17,7,13,79823.352,1681327,163,886,20.6410454,14.79709491,59.50866247,247.7829958,31.60079328,6.69494222,24.90585107,21.99915754,17.16959109,22.85363652,17.08278619,1025.102865,210.9637422,0,103.5097108,596.4462078,1.501261572,241.8634673,4.670194928,744,1157.537264,30,8,64,4,362352.9,38,22,4400.768876,560,4.45929892,0.124957461,96.59092007,5.317,1923.181
58,1041473950,47.49,45,5,0,1,15111.614,124323.609,130,619,21.64958156,15.62085321,57.61395522,318.0696961,33.4971143,6.344171138,27.15294315,23.62017845,17.20846184,24.59822993,17.13552166,713.0567337,167.9300537,0,111.8809341,461.4522327,0.771655921,217.3272798,2.182110522,660,1100.034033,19,5,27,1,155287.3,36,29,1383.843983,567,3.096470237,0.120774592,643.9676651,1.568,243.256
