"","FD.FRic","FD.FEve","FD.FDiv","FD.FDis","FD.RaoQ"
"1040015030",18.5434531480303,0.338213406852143,0.936718249785451,2.59896765493789,7.4121094162841
"1041473880",6.87569334442931,0.224977095314906,0.652080271338998,2.50037537041426,6.76836121994767
"1041576090",7.30896915987449,0.227200276332352,0.767067842984109,2.64275579767244,7.43373444285325
"1040009450",7.67338810769767,0.261904761904762,0.754688677947334,2.55297320848679,6.95077390840426
"1041515680",20.5067450872652,0.187460593412723,0.788803073175323,2.41133156544839,6.16290050395139
"1041438780",5.38494269418981,0.285714285714286,0.710783798381101,2.44180727732464,6.20266527874279
"1040012690",6.87569334442931,0.282215650326848,0.747986304428522,2.43706909727161,6.23772439871704
"1040012820",7.3089691598745,0.211538461538462,0.741529171281843,2.5217721440317,6.79430528586283
"1040012680",7.3089691598745,0.217391304347826,0.743560802341404,2.67398254376507,7.69117831453905
"1041548760",7.30896915987449,0.260785808358081,0.75024158620753,2.53896728205224,6.98225091624587
"1040014930",13.1428381154531,0.307840824643468,0.834023571143997,2.73365720911636,8.17361246327665
"1040012810",7.3089691598745,0.235077562798464,0.760996890435725,2.7166296469739,7.9195270852642
"1041576130",7.3089691598745,0.193181898834659,0.752839641070084,2.64592806807965,7.47223497490737
"1041629370",6.87569334442931,0.277039953296768,0.780603940808432,2.56428762390751,7.08512483977927
"1040014500",13.7985666020075,0.33174880710403,0.830744733718278,2.3820694705039,6.16826991846052
"1041629430",6.08180170737408,0.272576978536986,0.814874950459281,2.64413757702099,7.46177943052702
"1041533130",5.38494269418981,0.388888888888889,0.6767699598791,2.37083422077708,5.7821590177725
"1040040320",5.38494269418981,0.374554121820249,0.707742018294816,2.469694212023,6.30504693351045
"1040015860",5.38494269418982,0.269724976760626,0.756092114992078,2.47268675519098,6.36080820669817
"1041620260",3.99402519154295,0.454545454545455,0.754669333797311,2.36453447573209,5.75962119896397
"1040014920",6.08180170737408,0.344324353943271,0.815744691117724,2.60585252947049,7.56579938953524
"1040018120",6.87569334442931,0.32,0.780708393573418,2.61025369238373,7.33240255148776
"1041438860",7.3089691598745,0.274354286394436,0.697254602161554,2.42387450713745,6.24283340909825
"1041620200",4.84872546086197,0.357142857142857,0.718103307624075,2.47256017038864,6.44180451383703
"1041472390",6.77138912010954,0.312787282976809,0.685586823287668,2.41765857088813,6.1438454544941
"1041473950",7.3089691598745,0.248435035200576,0.604058840996567,2.36151986493107,5.89278448485933
"1041174950",15.3668404160562,0.505901573371866,0.70544865613127,2.27583190387802,6.02757199132497
"1040837890",20.9920554272692,0.219925022983141,0.837242833368142,3.60920495936138,13.4838116665888
"1040040200",2.05593148103033,0.25,0.740327053684761,2.21666212826908,4.93076963387391
"1040011670",7.30896915987449,0.277777777777778,0.730085012857002,2.47004114412243,6.5586335422793
"1040601200",4.53024242487081,0.35,0.757220908967335,2.3950126412436,5.91090695951343
"1040020570",15.4096590753058,0.194506351074536,0.797246213074405,2.5083972458747,6.94654718146311
"1041259940",15.4096590753058,0.197610486806566,0.803459753837388,2.36285519960329,5.88378706324067
"1041431480",7.3089691598745,0.373088458131259,0.747166255048223,2.38464052476922,5.94573342590667
"1041156960",15.4096590753058,0.218295292791873,0.752755448644411,2.4640111758791,6.63171848967306
"1040024080",15.4096590753058,0.185389327793762,0.768212294654339,2.3786005113177,6.16506696269354
"1041515780",14.8704407460396,0.333900675793696,0.752106273267759,2.33475670900425,5.66505489774061
"1041472430",7.30896915987449,0.305764525661448,0.720825035566312,2.5791757541064,7.14681506533526
"1041624310",4.84872546086197,0.461538461538462,0.767087004349926,2.44096835030807,6.25445942587835
"1040040240",5.38494269418981,0.333333333333333,0.708032466948746,2.34708535582053,5.68766342549229
"1040029810",24.6086683982644,0.456136408254654,0.85522443163783,3.08502558233106,10.5177872519313
"1040028970",22.3687112951486,0.385324500329434,0.880318767693243,2.71968172504577,8.30905976455099
"1040028960",15.1669209762116,0.433330520423096,0.88956910551429,2.46693088745217,7.21727149863442
"1040029710",11.413999602402,0.444444444444444,0.877071020528353,3.03775120953234,10.0727928495501
"1040040520",15.7731306438483,0.502290179231951,0.829716552051708,2.32810346862517,6.21448745131725
"1040029700",19.0924186264092,0.42346166053334,0.911232832033846,2.78598377993579,9.15699342137426
"1040034610",7.90983101035972,0.178810332057102,0.739085639184824,2.2765178280937,5.4897925530872
"1040040340",1.6510772519322,0.350108412178301,0.674374089340494,2.13651403254158,4.94607605494295
"1040029430",20.1500683555952,0.363661070477203,0.918188271350332,3.01845587839904,9.88264991283249
"1041477980",7.30896915987449,0.290322580645161,0.640700588009238,2.52837880447495,6.88416854122371
"1040034260",4.5302424248708,0.421022502748693,0.620481210892868,2.41279774618057,5.94968665851578
"1040020580",6.57547170777677,0.357142857142857,0.709098053490424,2.41767633686699,6.36514066305574
"1040019430",5.54422166760912,0.272727272727273,0.818604991515203,2.4773160968062,6.65273662860651
"1041431680",6.33811330466435,0.245165502469308,0.727565079005671,2.46734338036809,6.44870102209766
"1040023310",7.3089691598745,0.307692307692308,0.678759969675618,2.28514008238008,5.5650422157396
"1040008480",7.30896915987449,0.257221825467238,0.685238418400634,2.38065196763277,6.13069130765285
"1040034270",3.99402519154295,0.38314799191111,0.569972477941501,2.1296955047243,4.65227019161911
"1040011660",5.38494269418981,0.632636761560758,0.713923626908253,2.49814853667163,6.45511559626101
"1040022430",23.4154250011921,0.33725461043423,0.845810985627162,3.41247498712667,12.1227506896341
"1040873640",7.3089691598745,0.363636363636364,0.717555598841032,2.42032580408778,6.35295572952462
"1041478080",4.53024242487081,0.315789473684211,0.753423390098236,2.37812779789011,5.96259894514204
"1041259950",5.38494269418981,0.318181818181818,0.704314286224674,2.38530321778758,5.93395796988659
"1040034900",2.05593148103032,0.363636363636364,0.620544096658419,2.23694582644695,5.16848466504753
"1040026800",4.833788395805,0.315789473684211,0.703458105648852,2.28972359984228,5.34180218657441
"1040601190",4.833788395805,0.333334509819089,0.6653874090927,2.37760834366563,5.82665203127593
"3040679760",21.8350893250941,0.566537560124382,0.800331590756437,3.3454305031045,11.8086847029845
"3040679750",18.2743906201835,0.544070088296864,0.755556549145375,3.37082298305301,11.9537578206498
"3040483880",21.3113269818898,0.65810303433856,0.814165319984687,3.56665394932424,13.3560716222109
"4040095270",18.3030610710093,0.597318725707527,0.761029494431293,3.55845631385814,13.188012063737
"3040024310",18.1019986354341,0.420242187341804,0.8493073440816,3.32872328895138,11.6170312375149
"3040496490",18.3463319424226,0.52990523568078,0.799090800243499,3.01702546268597,9.88557222618123
"5040524870",10.897317853151,0.208036971294533,0.703678065925641,2.5974255265937,7.14277888990642
"5040067860",11.910100543286,0.164383561643836,0.698655587986557,2.4055034413176,6.25251110040358
"5040069970",11.910100543286,0.205629211876959,0.713046250022872,2.39858015247917,6.22383703371015
"5040511570",10.897317853151,0.354838709677419,0.659984218011732,2.39423937267598,6.08723092734965
"5040061660",4.42730100698814,0.545454545454545,0.637606819435094,2.34793096404456,5.82549711563498
"5040070700",11.910100543286,0.273580120851744,0.665187383220466,2.39082073582661,6.10103749818053
"5040049720",11.910100543286,0.185060916815568,0.699694179831038,2.36793655902069,6.03782530015051
"5040069590",11.910100543286,0.226415094339623,0.670709386254954,2.41878930283118,6.22934287668785
"5040061670",11.910100543286,0.171203625389008,0.64522385603368,2.1727504442957,5.25964075710783
"5040069960",11.910100543286,0.24938960754791,0.626669756281257,2.4098995729732,6.16318212382179
"5040068450",11.910100543286,0.217680377285591,0.721256560903026,2.44164898537319,6.31805675876889
"5040491510",5.818218509635,0.391189527408734,0.572044466285637,2.26239468591742,5.35797966435844
"5040059450",12.5528041646654,0.323352370742294,0.742021784086886,2.3303426407094,5.78816036296011
"5040068460",11.910100543286,0.24,0.698528622094975,2.41721410036458,6.21625997523877
"5040064140",11.910100543286,0.350688413478292,0.668749128985683,2.38661178628851,6.12161284177951
"5040070710",19.817916704233,0.19832773116248,0.882958703864165,2.65351258908266,8.07000665876031
"5040591050",19.817916704233,0.225452801452767,0.883899378611247,2.745229175465,8.62320006305279
"5040491370",2.48920729647551,0.174924773549259,0.589686088735005,2.04068616649804,4.393621382653
"5040069600",11.910100543286,0.383430648792312,0.676471076270212,2.36206079280036,5.97526046079564
"5040055960",5.2670642112502,0.375906702387933,0.533099824726589,2.31239072602729,5.56794495990992
"5040056460",5.2670642112502,0.384325601578032,0.462501850314454,2.29408161743115,5.52733577210787
"5040064130",11.055400273967,0.445279746297256,0.632003146821156,2.35189500385079,6.01518941980283
"5040087630",2.48920729647551,0.635750808064969,0.677876385691966,2.27179426730897,5.50196934434663
"5040077640",5.10964729965447,0.43552360191814,0.42809981126979,1.86104423046633,4.38447429724462
"5040065600",5.28200127630716,0.42898233514615,0.591904205309368,2.22831347507207,5.21260169372909
"5040057330",10.691590947583,0.514955876963371,0.716100506431275,2.34186543264169,5.78337608195906
"5040533380",5.818218509635,0.657822676212285,0.526382118553198,2.31330443837713,5.68791256421477
"5040591010",4.42730100698814,0.707008202288258,0.651948086438405,2.49883762862298,6.50527685786844
"5040073410",4.96351824031599,0.493626511739535,0.595399252619242,2.24559067844864,5.37075024492837
"5040057720",11.910100543286,0.342605634469192,0.713742720239111,2.60825619808057,7.32827695018712
"5040056470",5.2670642112502,0.456354724260154,0.606218810028545,2.23102272383221,5.2936957090805
"5040076890",4.55445698709776,0.529477450198248,0.545685233828083,2.29159490067503,5.53975606003359
"5040059440",11.3741100848416,0.62141374127465,0.765728597948924,2.74255483792398,8.05771427476235
"5040057320",13.1691578181212,0.584543822840559,0.724675986008368,2.6198632369793,7.30382140791299
"5040073420",12.9208238167213,0.401242207877143,0.711664182036364,2.46943419119505,6.67614003174276
"5040056740",9.87726767860494,0.57829931450118,0.703875462557776,2.53309037261452,6.83283255681454
"5040076530",4.963518240316,0.533892147144107,0.485545751028121,2.00741312595517,4.38182684529699
"5040041880",11.910100543286,0.352372006170886,0.706335340377091,2.43566084594712,6.52755385197082
"5040533450",3.99402519154295,0.760386461401963,0.625829321174796,2.2980765177184,5.53007872035316
"5040056750",10.6910830039362,0.551826385317132,0.769284260119656,2.66499991848964,7.7596075728046
"6040025420",14.0846004229415,0.297294005990389,0.870287557100427,2.33165251570797,6.89674221309412
"6040025130",11.2433649361251,0.308387097771343,0.873663966047406,2.36342331965397,7.22577814203068
"6040025140",10.392595937536,0.313030097261866,0.915046546438653,2.42891707247504,7.44965881575829
"4041043580",25.6532295371206,0.293819867258181,0.763979034417018,3.47141977290056,12.5552520827334
"4040012990",19.1825990149957,0.205061641022757,0.860858620841414,3.30976455930989,11.4600756506652
