HYBAS_ID,Sta_TDq0,Sta_TDq1,Sta_TDq2,Obs_TDq0,Obs_TDq1,Obs_TDq2,Sta_FDq0,Sta_FDq1,Sta_FDq2,Obs_FDq0,Obs_FDq1,Obs_FDq2
1040040200,16.88085646,12.52805859,10.15528914,14,10.96924732,9.191176471,2.26711752,2.224688347,2.179068782,3.131148407,2.809998114,2.616216092
1040040240,21.52769012,15.41846954,12.92270436,23,15.98104887,13.37694878,3.055719494,2.605416692,2.456785957,4.434875655,3.55528838,3.23753106
1040040320,62.10472696,20.12351528,12.01941826,19,13.25296367,10.26843658,3.623036311,2.97195535,2.810762455,4.153195511,3.432441642,3.074388581
1040040340,9.949402841,8.292020881,7.32016024,10,8.337729917,7.368271955,2.303900843,2.097817631,2.000408999,2.782202973,2.503451617,2.355225045
1040040520,53.05883881,17.56595079,10.66496753,21,13.40067273,9.706036745,5.648247715,2.828454023,2.29149458,4.993936588,3.383419294,2.772909063
1040041020,36.49408534,20.44623157,14.15471534,19,14.38247922,11.66367713,2.678645648,2.408641939,2.243128348,3.773797677,3.211340684,2.864518599
1040601190,32.25658418,14.35943011,11.2811046,17,12.06269229,10.32724902,3.150937492,2.548076832,2.423754367,3.749955901,3.115160521,2.899005233
1040601200,37.54793205,17.12428065,12.57879059,22,14.71561229,11.70343725,3.258944191,2.61776923,2.488825124,4.261003584,3.389165412,3.046332539
1040837890,62.57314008,21.89160108,11.52449933,77,22.72844099,11.63073894,5.971914274,4.524855465,4.092096483,11.40594339,5.619653673,4.360459307
1040873640,36.90695613,22.57440702,16.87729294,35,22.06984887,16.63283808,3.761742215,2.899345173,2.629166645,5.717236107,4.209573648,3.575152899
1040909890,91.16618004,59.13089456,45.52644853,93,59.56603281,45.79114034,9.966696943,6.288839064,5.017889418,14.94472945,10.05999697,8.111673678
1041156960,68.23599069,41.05024316,30.29431284,61,39.05647579,29.40432612,4.084969016,3.021178803,2.654497622,8.498267948,5.907437239,4.82442312
1041174950,48.86853124,28.61933275,19.90427799,22,17.83992899,14.91304348,5.283181646,3.234528665,2.633346564,4.639914059,3.757481077,3.279845938
1041259940,52.67418392,25.39526329,15.89727187,55,25.67279688,15.97376193,3.987850562,2.733885178,2.430903377,7.854850881,4.491843383,3.43679748
1041259950,24.98855566,20.18457932,17.74205403,24,19.5461005,17.16484848,3.139613915,2.735583692,2.564353421,4.576161872,3.946776598,3.634450145
1041431480,32.17860662,19.27639324,12.77791221,28,17.59381113,12.21052632,3.586178821,2.688824188,2.398099009,5.017441558,3.69284834,3.064647038
1041431680,29.01029872,21.39121029,17.39465909,30,21.85293106,17.7604336,3.177763288,2.808550081,2.649001245,5.19587412,4.226170698,3.752245932
1041438780,36.44909835,19.74574497,13.31761741,30,17.74162181,12.68768769,3.372999224,2.755649756,2.59674754,5.041999958,3.7598347,3.213111324
1041438860,34.16941897,23.66891572,18.47902692,37,24.34538057,18.92103206,3.482255682,2.794607894,2.53608766,5.962528775,4.45621372,3.81460863
1041472390,28.36686866,19.65681459,14.73927981,27,18.75701899,14.26290516,3.36273761,2.722230991,2.534674351,4.903237391,3.855779645,3.340226117
1041472430,42.29552762,23.89858194,17.03939482,36,22.52191794,16.51543664,3.881899219,3.136356575,2.853497892,5.975726405,4.447033121,3.750434499
1041473880,40.57082625,28.79429884,23.83312381,41,28.91857074,23.92909897,3.528255158,3.029395934,2.804929241,6.406745599,5.018242109,4.422609779
1041473950,34.68511466,26.17137616,22.42426485,39,27.68609774,23.7953101,3.353290019,2.782050428,2.594875469,6.09170914,4.735268973,4.270386492
1041477980,30.70064179,23.89817998,19.74794403,33,25.1742244,20.88711892,3.529269519,3.041932237,2.818637826,5.667292015,4.695727439,4.174321182
1041478080,20.92288984,13.37179701,10.25579229,21,13.39918076,10.27148354,2.969397823,2.50984091,2.279966618,4.217544628,3.268559021,2.847157598
1041515680,37.76699536,25.51395931,21.13071917,50,27.20129544,22.30013872,3.870199158,2.870615006,2.654182377,7.639412258,4.755218458,4.178118748
1041515780,33.03395369,19.72021878,17.26832044,25,18.4478196,16.49942241,4.773144796,2.714091628,2.52964567,4.963278938,3.809877527,3.541208528
1041533130,23.67083964,16.33869893,13.00480409,20,14.93758775,12.20363165,3.373348686,2.569566724,2.394393458,4.122829999,3.403789233,3.063992765
1041548760,33.44856877,22.44098793,17.06849176,39,24.06713656,18.07825774,3.663297125,3.024987523,2.749647816,6.265934122,4.56337752,3.863501073
1041576090,41.62405912,25.25402761,17.47439399,46,26.5586445,18.07086314,3.694399579,3.083303803,2.798220781,6.965817494,4.864267477,3.920828823
1041576130,41.32531492,23.28520683,15.92338227,51,24.45135573,16.36255107,3.711831696,3.131043982,2.833363645,7.454605778,4.677945078,3.771356424
1041620200,13.65245895,11.05296688,9.685086797,16,11.75933646,10.37947418,2.774280233,2.536782399,2.412719065,3.668482357,3.157842139,2.966414496
1041620260,18.85896061,12.60222103,10.46804434,13,10.45822248,9.142857143,2.896136795,2.562754121,2.429679414,3.357038344,2.953725769,2.7651138
1041624310,14.88861097,10.93279088,9.22145174,15,10.98045894,9.260327358,2.95110862,2.570556684,2.405229833,3.621592407,3.070083134,2.827009882
1041629370,29.60217617,18.21768023,14.27944176,31,18.49046877,14.43528626,3.506641727,2.808539908,2.543288462,5.44795453,3.946459575,3.428196153
1041629430,21.41500591,14.53800155,11.75990781,22,14.70633325,11.87543345,3.39654508,2.724810561,2.434677089,4.548522095,3.532610197,3.124153142
2040000010,59.74069386,25.41202361,17.76398208,100,26.71866496,18.08956965,7.886390394,3.209666911,2.68336856,15.58910542,4.966842175,3.849181852
2040003550,78.67267443,39.40719277,29.68717083,59,36.51393126,28.57871847,9.785954669,5.389567376,4.004796439,11.37472568,7.284191908,5.771229517
2040003560,70.78106993,44.45810211,33.70808056,74,45.24909284,34.15705351,9.641088825,5.503286629,4.069636796,13.39433559,8.242406468,6.362290801
2040004130,54.72433433,29.40327551,21.64090963,51,28.75350724,21.37886984,8.126459672,3.892670476,2.833616903,10.26681856,5.665676393,4.322233591
2040004140,15.16129859,11.90496857,9.925595433,16,12.60080304,10.57122905,2.603091078,2.140412338,1.926393594,3.469362278,2.921091268,2.610604127
2040004280,39.9184576,16.93515268,12.15790205,37,16.67918779,12.08486402,6.359351218,2.573606929,2.049100425,7.653378914,3.606555665,2.851948997
2040004290,60.77833439,22.39552728,13.81284548,61,22.41152282,13.8160047,8.796624898,3.56095606,2.622422141,11.42486946,4.857202008,3.456854982
2040005120,66.30058527,27.10188986,17.54756746,62,26.71441691,17.45759458,10.05359404,4.142304895,2.922030171,12.09752606,5.618238053,3.993748996
2040005130,66.33218546,20.83112038,14.13954365,27,17.04524625,13.13189448,7.488229113,2.804548564,2.41249526,5.684789979,3.69134172,3.139813888
2040005690,36.15146954,19.82289797,14.43469607,38,20.10454082,14.55554098,5.893348968,2.924638885,2.454782315,7.592777951,4.140735289,3.348087577
2040006600,35.43408894,17.9823043,13.3748051,38,18.22276254,13.46957424,5.946362367,2.931141717,2.399526041,7.723341054,3.986499244,3.223035676
2040007930,44.8506371,31.47744943,24.76125898,45,31.54572703,24.80889708,7.598607325,4.968769376,4.070410632,9.416565306,6.654754588,5.492807562
2040007940,29.23353247,15.26026985,12.19117436,37,15.69900753,12.37671795,5.515016759,2.424137613,2.017423424,7.746302585,3.414151208,2.842977438
2040008490,66.99926687,31.6746433,20.15522052,68,31.81104947,20.19428593,9.80097576,4.366948237,3.027029786,12.89402011,6.251666959,4.352185467
2040008500,39.97575784,22.88523606,17.76228459,65,24.2850641,18.37637639,6.255408377,3.366272843,2.695056103,11.26389462,4.824774793,3.87183213
2040009230,90.59746211,50.36265136,35.87734062,129,53.8045547,37.26684076,11.49291929,5.917142436,4.159830283,19.9559823,9.383420249,6.783967005
2040012730,110.5072403,61.22012112,41.9352571,151,65.29672663,43.4759631,13.17497563,7.930050639,5.887680787,22.63208324,11.72835872,8.567499783
2040014550,82.05995767,42.06988689,26.48689615,113,44.84162518,27.28718634,12.13142812,7.410702198,5.446897373,18.7226785,9.577663421,6.795887776
2040016230,121.1190658,55.12981029,36.05630213,205,58.71253455,36.98482561,13.48233226,6.167634091,4.233296232,27.80132274,9.851272469,6.737096925
2040018240,46.32878502,32.0928492,24.73493277,47,32.38714399,24.93044565,8.194303592,5.229123943,4.14775,10.15403633,6.908637283,5.559341529
2040018360,68.61100825,33.36406662,21.00714807,81,34.86870643,21.4297038,10.30627169,5.574667058,4.176047747,14.54605704,7.453849098,5.331673275
2040018370,25.30980968,10.70993628,8.302438807,29,10.92637547,8.372697034,4.887984741,2.594761767,2.289522901,6.409908593,3.106156753,2.677271448
2040018460,52.72969901,24.22062698,15.89782748,43,22.51572808,15.45801527,8.083191771,3.301376059,2.505988252,8.914694396,4.597513184,3.487885512
2040018470,46.84680618,21.51471578,14.5805929,50,21.89417526,14.69663748,6.953236802,3.081040863,2.517481029,9.387075876,4.427118962,3.426249868
2040018840,97.66167624,53.59513674,37.32561421,95,53.15383895,37.15133107,11.31433761,5.714338409,4.071216762,15.99528312,9.091823452,6.654460027
2040018850,81.58734189,56.45719273,44.37531471,89,59.10637683,46.22970535,11.08621617,7.777398069,6.29894941,15.79534112,11.12347118,9.066264991
2040019150,73.8236909,31.5873086,26.2224327,126,32.95396037,26.68235917,10.03493193,3.590788644,2.93280112,19.0158359,5.79645432,4.821750556
2040019160,108.4814731,60.08800513,39.62706884,135,63.10446748,40.68380883,12.80786658,7.610226847,5.555595794,20.93163822,11.30250533,8.056561072
2040020320,111.7602611,58.96036017,40.66099484,182,63.04844156,42.0582674,13.27485481,6.67059294,4.49390457,25.48210043,10.59486594,7.419938236
2040021030,101.2914596,48.43344973,31.00910846,182,51.85706372,31.90225593,12.65449293,5.605276137,3.766318816,25.37410784,8.859507669,5.932997983
2040021040,94.8146874,57.2778935,41.28426217,136,61.57201483,43.25740096,12.17660956,7.128082824,4.799809472,20.69991797,10.76817981,7.760256276
2040022150,85.77103439,28.71679619,19.84257731,167,30.25238842,20.12552971,11.12713182,3.598759611,2.671758615,23.42561344,5.505040505,4.021473127
2040022160,82.92573758,31.86039137,21.79890991,167,33.64408777,22.18076986,10.83145106,4.190441858,3.034312964,23.23886655,6.227009102,4.478644632
2040023010,108.0569666,44.0898996,26.92643019,196,46.96547403,27.50608069,13.04737906,5.501538053,3.757892423,26.7880101,8.313098956,5.481961737
2040023020,71.98874325,30.80369486,21.26901823,159,32.61335954,21.69747698,10.346983,4.403835277,3.317190145,22.51026234,6.261503607,4.596859743
2040024170,115.9655931,60.72560512,39.80750965,160,65.06298239,41.25296875,13.56822724,7.686677255,5.3315776,23.64915575,11.43677863,7.897777582
2040024180,23.77354744,11.47005377,8.424557676,31,11.80379176,8.528007519,3.92615245,2.306696144,2.089369719,6.233376918,2.96305731,2.52385017
2040024230,75.02563349,41.48960019,28.50337531,124,44.48270243,29.57292156,11.18083423,6.392798634,4.654565241,19.39828349,8.768927277,6.351204317
2040026060,109.2309669,64.36435034,45.90472058,132,67.91306313,47.51721268,13.27570902,8.260777321,6.139960428,20.86676397,12.09049981,9.005396416
2040026070,16.87098096,13.18236755,10.31745396,16,12.40353627,9.81570997,2.990496113,2.515588235,2.254259069,3.690595818,3.106446097,2.720323223
2040026550,92.07426116,56.5855157,36.60068442,111,60.22503859,38.04359497,12.54547458,8.571164081,6.890694695,18.79780711,11.73447739,8.710092487
2040026560,55.9119656,35.33206195,22.99735186,55,34.92718202,22.83409937,8.463521123,5.417768377,4.152052072,10.69655391,7.152594506,5.305518133
2040026920,61.13360072,29.81762036,21.12198232,91,31.63989371,21.72927501,8.815874922,3.584987364,2.700708941,14.97083535,5.634396253,4.181072764
2040026930,52.68450727,25.44395434,18.31400689,73,26.78063746,18.76536079,8.050125328,3.229956348,2.501177964,12.53503269,4.938811238,3.759470178
2040027320,61.86450511,26.95980777,17.52033201,61,26.83860392,17.48842717,8.696308651,3.55472557,2.692564529,11.07530992,5.09827186,3.738554004
2040027330,95.00853127,47.21918392,29.89195561,128,50.43812697,30.82455926,12.01979143,5.862620394,3.924926331,19.91013609,8.845333535,5.899482316
2040028310,78.97583454,30.51478797,19.84504121,107,32.05927769,20.18230694,10.09531499,3.855938032,2.869487134,16.65467107,5.836663804,4.139032177
2040028320,59.03565769,33.38241958,23.22998952,82,35.68125853,24.13174896,8.554295096,4.062416352,3.00869498,13.67274871,6.348156741,4.633386669
2040028660,72.68839408,29.05354989,18.50169457,101,30.66492888,18.85246347,9.866852176,3.879908155,2.889600481,16.15813551,5.708913574,4.014206947
2040028670,86.02029566,40.83512194,26.52816316,118,43.51706207,27.297016,10.78665934,5.082530467,3.556494253,18.28207321,7.730571457,5.318611858
2040029940,84.11192829,49.42547287,35.15822194,98,51.96373824,36.31726473,11.58016204,8.364117749,6.987742181,16.6857701,10.73541988,8.535076013
2040029950,84.76142105,50.48244484,34.8659999,92,51.96085788,35.51676996,11.98465427,8.156711294,6.563236895,16.15817475,10.48583267,8.092267348
2040030060,81.03183676,43.61058663,25.76103199,95,46.04163577,26.45274497,11.23426423,7.871160113,6.233522294,16.17375723,9.756843728,7.032365228
2040030100,94.18339479,56.61257882,42.18314893,119,60.27785974,44.0440825,12.75294092,9.417915139,7.927469275,19.30106908,11.92857677,9.619442844
2040030110,92.47866371,59.84530257,45.06733892,133,64.66384087,47.76496286,13.28466465,10.02931896,8.524462266,21.01091947,12.80501182,10.44795576
2040031060,77.8295536,45.58254957,33.84156261,106,48.72761318,35.3345113,12.41054514,8.209265775,6.501646998,17.80513836,10.24207143,8.022117921
2040031070,93.81576547,57.42757657,42.27936179,133,61.86500887,44.48879514,13.28259832,9.478924258,7.77397921,20.89578201,12.24093334,9.70241584
2040031490,94.21283791,58.48196122,43.1946105,129,62.88879301,45.44602881,13.23543036,9.54121037,7.909912845,20.43893915,12.3585264,9.853249268
2040031500,88.1656875,56.47517069,43.06209325,134,60.7772106,45.41649857,12.39893572,8.161956267,6.135703637,20.67811891,11.32596866,8.762615211
2040033320,85.05882222,54.56664863,43.06323872,128,58.58413103,45.39265977,12.34773902,9.237820398,7.923900025,20.12388857,11.80193551,9.856384858
2040033330,80.74771934,54.86634878,44.42689643,106,58.88697704,47.18644526,12.10732937,9.019044748,7.653878329,17.78584114,11.7396909,9.899506795
2040033480,90.65319928,55.51781865,41.3829243,136,59.7969855,43.537113,12.55967649,9.02949907,7.610905974,20.97076002,11.81597307,9.552379462
2040037990,75.50973883,45.14739611,33.41014132,96,48.13028928,34.89599184,11.98768423,8.406468155,6.882641392,16.70181913,10.26201683,8.190114721
2040039390,77.39342599,45.59217033,28.47630829,78,45.72957779,28.52577201,11.70782295,8.38217963,6.667312529,14.69116748,10.02040596,7.512307267
2040039400,45.37966797,32.77677271,27.09049821,43,31.83291454,26.41876597,8.34334287,6.600682855,5.937498897,9.44453639,7.530939003,6.665393266
2040039590,36.77044139,17.47933691,12.22939601,35,17.24629738,12.1555175,7.187478747,5.20581174,4.639383787,8.177015503,5.530311091,4.74289298
2040041120,76.97574487,49.11815554,35.78897674,89,52.03588054,37.35415901,11.47840012,8.758832949,7.530696888,15.92002801,10.9333665,8.924390252
2040041840,33.66668124,27.05347749,20.96015578,20,17.00123394,14.72043011,9.413207978,8.176147728,6.943023777,7.503562675,6.60216179,5.915744304
2040045150,49.40670493,29.60913594,22.1856225,71,31.58564491,23.12378479,7.273735347,3.952368431,3.090046386,12.14997259,5.993081963,4.665973373
2040046500,70.68925456,41.53491754,28.99978729,77,42.72748136,29.52372504,11.37724924,7.420164563,5.723672167,14.55195751,9.232729653,7.044176124
2040047500,79.08656028,46.95774633,33.42894816,107,50.14715245,34.84854036,10.96324129,6.148542053,4.269214582,17.21261667,9.197454342,6.652093906
2040048590,23.22023872,9.487561409,6.688150513,21,9.283226838,6.637746891,4.395503962,2.416520682,2.113301419,4.98505867,2.819923087,2.380154983
2040048790,87.49546742,38.24451153,24.30857032,144,40.74112477,24.907343,11.96008157,5.907249821,4.046418043,21.54984275,8.068114697,5.492080476
2040054200,59.41410795,29.54164421,21.27640175,99,31.36656192,21.89304277,9.82369645,4.944994417,3.576805477,15.94955038,6.6485091,4.936102937
2040056770,45.25452517,26.59966203,20.16501864,60,28.25381935,20.97110252,7.063211278,3.796896229,2.966244918,10.69646484,5.51186703,4.329895683
2040059370,28.99049701,18.94296034,15.14862543,33,19.69907928,15.62408249,7.949670118,6.349454997,5.61152307,8.789653142,6.629696291,5.799392913
2040065840,33.64733894,14.8447029,8.898793263,16,10.46885472,7.80565371,4.528948056,2.77062969,2.466790726,3.904420563,3.019299171,2.656173471
2040065960,18.78397977,15.35262143,13.34044883,17,13.99031798,12.24489796,3.350348079,2.682932076,2.41418658,3.975633262,3.378590993,3.071674907
2040066030,57.48190147,16.21212989,11.38062214,22,13.45633699,10.6824132,6.384940438,2.575837741,2.246158851,4.825258207,3.277913543,2.858276202
2040067740,35.84587784,31.80195832,24.9824258,23,19.89406575,17.08988764,6.874810114,4.660858665,3.503562244,5.986540373,4.871461709,4.165179796
2040068680,46.21186535,30.75271675,22.42416772,32,24.10605,19.26280624,8.432702582,5.983708972,5.169717424,7.907473926,6.365827616,5.554947538
2040068720,29.55469886,21.31318696,16.82683746,28,20.54051431,16.33627667,5.802339933,4.162103533,3.491807847,6.822224702,5.057884137,4.265573093
2040069150,47.56416421,29.94450255,20.64079772,47,29.63501049,20.50133333,8.07843689,5.07063922,3.966132454,9.921594938,6.612249541,5.078320429
2040069160,24.02267317,16.73332997,13.64398464,25,16.95018489,13.79792539,3.406627182,2.518262241,2.277243837,4.958625984,3.602343029,3.171080206
2040070050,38.12015165,20.32026289,15.40047115,54,21.24754706,15.764736,6.097729184,2.894343985,2.392222623,10.03530217,4.281144494,3.442917808
2040070060,28.03436224,17.60022177,13.49988733,26,16.93911493,13.16883117,4.146302142,2.766273188,2.490669775,5.341058899,3.743048027,3.229001207
2040070510,21.22727189,15.94570595,12.54924802,20,14.97240373,11.95121951,5.110641804,4.31598895,3.956894693,6.764703982,5.412504434,4.659301157
2040070520,60.76615791,30.72382339,20.62123567,55,29.44859575,20.23337165,8.681184315,4.241760752,3.255427461,10.53059091,5.870978143,4.455277673
2040071700,18.13617333,11.88868451,9.475525656,19,12.08928837,9.600941071,3.024611326,2.545763885,2.377924036,4.014912232,3.14415356,2.823150529
2040072590,16.28155001,9.021052771,5.968405401,16,8.945959363,5.943820225,2.530171468,2.17928411,2.065343749,3.474639034,2.662437211,2.312620502
2040072920,18.32158409,14.24911351,11.42053445,15,11.95981697,9.994594595,4.300362354,2.619327485,2.241923807,4.012926926,3.173193809,2.796485047
2040072930,24.06090539,13.17415896,10.03081806,22,12.83564034,9.889199776,2.923538155,2.315470093,2.124942135,4.13993704,3.071416988,2.697547288
2040073580,8.649254323,6.458342317,5.288323058,9,6.796143951,5.562373019,2.427136498,2.056162346,1.852971661,2.73700667,2.330641744,2.100078281
2040075170,16.72114407,11.5503118,9.017590447,19,12.50261175,9.668541741,3.226378165,2.793006841,2.59057336,4.124105137,3.351458331,2.999297531
2040077470,11.13536946,7.297219956,6.182289786,13,7.558302409,6.350662893,2.755018385,2.460582057,2.373858179,3.306876188,2.719816706,2.571117776
2040077580,18.74531396,14.64188048,12.40639237,23,16.01253916,13.68366682,3.06332466,2.64268145,2.484045953,4.467275426,3.587679838,3.292239241
2040079320,14.88312535,10.17681389,8.40149622,16,10.64409893,8.745857457,2.992058947,2.519910819,2.368393316,3.708551648,3.001620025,2.746439114
2040081260,13.26852676,8.797436719,7.257852694,13,8.752454587,7.229274098,2.829864253,2.530624472,2.3684246,3.405810508,2.851709347,2.612240391
2040084130,14.97320524,9.016142424,7.648803318,13,8.750739692,7.501831502,3.763291867,2.548634402,2.393483354,3.744195115,2.862040881,2.662886011
2040085500,19.89134491,14.12247407,11.51116997,17,12.77722605,10.69868996,2.479744895,2.239065286,2.153523572,3.485205158,3.016692863,2.775487224
2040085590,37.11793551,20.11705632,13.86669164,33,18.87950275,13.45773604,5.716258132,2.95379063,2.391647227,6.827894569,4.046303355,3.214104989
2040085620,15.21207023,11.45715196,9.514305136,14,10.80148174,9.061946903,2.648304366,2.218173015,2.114085703,3.286172414,2.824048533,2.598276124
2040085630,13.15421383,9.273523887,7.262847774,13,9.169329909,7.198501873,2.529205661,2.248244004,2.115894328,3.196126786,2.69646513,2.433643866
2040085670,13.80028177,9.362300375,7.488088524,14,9.472869662,7.561897702,2.352073589,2.184115355,2.096986584,3.131278693,2.635603362,2.406757214
2040085690,34.91637083,16.76428471,9.534743892,22,13.07692928,8.75,3.121632406,2.415622151,2.236486985,4.221780603,3.104618975,2.608123417
2040085700,13.56841823,12.74873626,12.11612474,13,11.87892699,11.10769231,3.536025404,2.999010445,2.760781596,3.865059745,3.466754257,3.241372046
2040085710,11.89922028,6.948618804,5.702453857,10,6.645733316,5.557024793,2.720318024,2.184372525,2.058915224,2.874141941,2.389845721,2.22757075
2040085720,38.58061229,16.87023618,12.21774221,48,17.34090004,12.35448451,5.905016902,2.938951495,2.5212526,8.910277407,3.925469984,3.220071791
2040085730,22.05808827,15.06084069,9.765882431,15,10.96491254,8.257142857,4.542317854,2.690805618,2.137944253,4.284375063,3.056381583,2.513952254
2040085930,25.72015806,17.16890582,13.76593034,22,15.79210458,12.9954597,5.594295177,2.845456661,2.364225478,5.62530747,3.697919698,3.162065551
2040085960,56.52661901,23.7918525,16.72679559,48,22.88441821,16.48243894,8.342122902,3.424544682,2.621635434,9.528542449,4.713604675,3.646138697
2040085990,37.55726153,13.56269754,9.368470837,23,11.96500512,9,6.025210415,2.771604495,2.283195523,5.680664815,3.261580071,2.711275545
2040288980,31.19271207,19.58523693,14.62217209,23,16.52573119,13.20840951,5.725356249,2.776233645,2.328121875,5.063935229,3.585016472,3.068606907
2040289120,18.11437979,11.27417654,8.164751276,19,11.49621007,8.272398844,2.345399032,1.92283358,1.769420569,3.512801784,2.617517678,2.240424934
2040292580,10.33009342,9.24932717,8.187686479,10,8.710555444,7.681818182,2.480509367,2.325364755,2.175916357,2.861500616,2.644825059,2.467325375
2040292690,32.06910585,23.85348179,16.84073576,17,14.13609701,11.86419753,4.46230316,2.880628816,2.485921992,4.023397135,3.423205243,3.05131705
2040309560,13.78006427,10.05025639,7.384461328,14,10.25502673,7.511737089,2.5131188,2.148882502,1.981976037,3.18141224,2.684615216,2.345297756
