"","Assemblage","qTD"
"723","7040194980",5.89824561403509
"726","7040038340",26.0634750068367
"729","7040007380",27.3174241094929
"732","7040007390",21.7624382207578
"735","7040049990",17.6284875183554
"738","7040006400",11.1955981491906
"741","7040005420",17.1458315771727
"744","7040049280",10.6711111111111
"747","7040612640",23.5737707183315
"750","8040176200",27.6158704453441
"753","7040013550",34.1865043286351
"756","7040039630",22.4432236393078
"759","7040392650",37.378089366124
"762","7040686450",14.5674644206973
"765","7040741760",24.9029946178333
"768","7040612840",27.9959100204499
"771","7040686540",38.8483722345373
"774","7040707810",25.151896717376
"777","7040014930",19.9906814293189
"780","8040000820",28.840554592721
"783","7040041050",46.3679132482725
"786","8040002270",9.83975155279503
"789","8040000810",12.0849673202614
"792","8040141480",17.2857142857143
"795","8040007180",5.4258064516129
"798","8040008390",14.3248752672844
"801","7040020100",19.6329896907217
"804","7040019200",8.09580838323353
"807","8040183760",8.96610169491525
"810","7040043170",21.6256206294063
"813","7040039880",17.3956830353199
"816","7040073720",18.0539045632081
"819","7040013180",15.4632052492074
"822","7040707710",15.6233885505019
"825","7040073620",38.0386066763425
"828","7040041060",13.3071183493246
"831","7040014250",22.5614383370912
"834","7040394680",26.9080573368823
"837","7040046590",35.6974313641893
"840","7040395340",29.2043718725309
"843","7040013560",20.214957187356
"846","8040002260",28.8177641653905
"849","8040007190",7.38107526881721
"852","7040426310",12.5592317931166
"855","7040048410",26.9839777545435
"858","7040741770",24.2816601631784
"861","7040014200",47.3198428173794
"864","7040632220",14.0236862745098
"867","7040007830",17.4786807309464
"870","7040008720",23.9266128799437
"873","7040048300",18.435512924355
"876","7040073690",17.2900392156863
"879","7040041400",33.8906828270179
"882","7040039870",35.0652929587009
"885","7040379310",41.8444130127298
"888","7040043090",20.5649916213253
"891","7040014040",33.205670462468
"894","7040073870",16.0796116504854
"897","7040047970",16.7621744857694
"900","7040041410",17.5534450790709
"903","7040039620",40.9329914424295
"906","7040042040",19.6905876937842
"909","7040047980",14.3478916985692
"912","7040045890",34.9913392479932
"915","7040073780",25.5332428765265
"918","7040047850",16.8023264759185
"921","7040046750",15.1716797046673
"924","7040043160",25.633186406197
"927","7040073630",44.0346153846154
"930","7040585120",38.4202713672736
"933","7040064730",11.7348000208041
"936","7040388740",48.6821631015773
"939","7040047070",19.3195838541469
"942","7040394690",20.7222301108859
"945","7040046600",21.3476690741957
"948","7040608130",32.678445229682
"951","7040073830",20.6694694114236
"954","7040395190",48.8680074753048
"957","7040014210",32.4385964912281
"960","7040045900",21.1174843278089
"963","7040073710",14.9525415842736
"966","7040014050",29.3218085106383
"969","7040607990",24.5928143712575
"972","7040388580",39.8373983739837
"975","7040047060",11.7173913043478
"978","7040043100",21.4466019417476
"981","7040048310",11.5122615803815
"984","4040773260",29.2287744594979
"987","2040031500",45.4164985732776
"990","2040033320",45.392659774091
"993","2040031490",45.446028808107
"996","2040033330",47.1864452550098
"999","2040024230",29.5729215565212
"1002","2040056770",20.9711025156532
"1005","4040783120",32.2165211837343
"1008","4040023060",24.312661498708
"1011","4040023810",16.0095238095238
"1014","2040048790",24.9073430041515
"1017","6040000750",36.4707601321969
"1020","7040050930",17.9967168432138
"1023","2040054200",21.8930427698799
"1026","4040039450",16.6178194607268
"1029","7040007840",17.8297957549059
"1032","2040039400",26.4187659729828
"1035","4040005050",28.1037158101015
"1038","4040012290",12.4024988195259
"1041","6040016980",10.4758236957671
"1044","6040102330",20.5471698113208
"1047","6040000010",27.8118811881188
"1050","2040003550",28.5787184691215
"1053","6040102250",31.8569615433431
"1056","7040006390",17.7436578883788
"1059","2040315940",22.8764134416308
"1062","2040026070",9.81570996978852
"1065","2040007930",24.8088970781785
"1068","2040026920",21.7292750108836
"1071","2040059370",15.6240824886403
"1074","2040027330",30.8245592580323
"1077","2040027320",17.4884271719238
"1080","2040024180",8.52800751879699
"1083","2040491970",6.80083275503123
"1086","6040034810",14.2446726644373
"1089","5040000010",28.3375314861461
"1092","5040007690",17.6974696529321
"1095","1040036870",10.4442868806669
"1098","1040036860",5.67862969004894
"1101","1040035590",8.00584795321637
"1104","2040416390",20.5856558175794
"1107","6040075390",26
"1110","7040050920",23.8112449799197
"1113","2040007940",12.3767179461689
"1116","4040037060",6.80566801619433
"1119","4040003020",31.7111639408105
"1122","4040005060",27.3292439082252
"1125","4040045780",17.2188679245283
"1128","2040041840",14.7204301075269
"1131","4040298550",11.1645796064401
"1134","2040288980",13.2084095063985
"1137","3040386960",30.7968950291981
"1140","4040027100",13.6387249114522
"1143","2040309610",10.4727272727273
"1146","7040054660",26.6662099494098
"1149","4040975160",21.8432687246848
"1152","4040017030",21.6578293998459
"1155","2040363700",10.0512820512821
"1158","2040400100",18.7629937629938
"1161","4040018350",20.6523186722176
"1164","5040022500",10.1025830258303
"1167","2040026930",18.7653607934035
"1170","2040018470",14.696637482553
"1173","7040000010",24.5107021435586
"1176","4040046370",18.1278720787208
"1179","2040069150",20.5013333333333
"1182","4040012770",17.7466666666667
"1185","4040027950",14.9031809465256
"1188","4040029530",23.5047917000506
"1191","5040014020",11.648177496038
"1194","4040839030",14.44
"1197","7040024600",8.23831242873432
"1200","4040048900",20.3366267811926
"1203","4040028760",16.0702868043678
"1206","7040024300",5.72277227722772
"1209","2040006600",13.4695742388572
"1212","7040013170",15.5148288973384
"1215","7040065760",39.1378262356114
"1218","4040025460",19.9180428368903
"1221","4040960200",14.9533837003697
"1224","7040047860",9.38267470417504
"1227","5040011800",8.82758620689655
"1230","5040031240",16.863432165319
"1233","4040027940",17.561230412072
"1236","4041128330",26.2564102564103
"1239","4040960480",13.2135402729462
"1242","6040009770",21.0945406125166
"1245","4040027790",8.82758620689655
"1248","4041144880",15.3682083520431
"1251","2040309560",7.51173708920188
"1254","5040017830",15.2394079555967
"1257","7040024830",5.15759312320917
"1260","2040048590",6.6377468910022
"1263","7040050000",20.1152398299939
"1266","4040169400",14.0192307692308
"1269","4041108580",26.4705882352941
"1272","5040038940",9.75675675675676
"1275","2040075170",9.66854174076409
"1278","2040289120",8.27239884393064
"1281","7040019010",6.54545454545454
"1284","7040054670",17.816882045642
"1287","3040481930",14.7338129496403
"1290","2040292580",7.68181818181818
"1293","4040000890",16.1333333333333
"1296","2040005130",13.1318944844125
"1299","6040870380",6.97319034852547
"1302","4040047500",12.3216195569137
"1305","4040027780",18.9619604974396
"1308","7040005410",14.8671454219031
"1311","2040068720",16.336276674025
"1314","4041108500",13.4807541241163
"1317","2040070050",15.7647359966106
"1320","4041144860",26.7906976744186
"1323","6040870370",18.7666948436179
"1326","6040029280",9
"1329","2040069160",13.7979253939757
"1332","2040085590",13.4577360355907
"1335","2040085990",9
"1338","2040018370",8.37269703393482
"1341","2040018240",24.9304456476468
"1344","2040077580",13.6836668150341
"1347","4040013000",5.51801801801802
"1350","1040041020",11.6636771300448
"1353","4040015000",30.0279001468429
"1356","7040070790",12.042071197411
"1359","4040234270",8.21367521367521
"1362","2040816870",11.9956188389923
"1365","6040016970",18.8558225508318
"1368","4040031830",12.9024390243902
"1371","4040015010",31.9529652351738
"1374","4040050300",4.35816618911175
"1377","6040005490",9.2798106389791
"1380","6040005190",14.2972972972973
"1383","2040292690",11.8641975308642
"1386","4040015090",8.81961345740873
"1389","2040068680",19.2628062360802
"1392","6040019090",6.01657458563536
"1395","4040012780",12.3737373737374
"1398","7040050640",21.5121951219512
"1401","5040017040",8.30769230769231
"1404","2040085960",16.482438937422
"1407","6040015950",13.954128440367
"1410","2040085500",10.6986899563319
"1413","4040046100",8.19101123595505
"1416","6040026140",5.97737850416712
"1419","7040050650",18
"1422","2040816320",19.8038269112613
"1425","2040004130",21.3788698354241
"1428","2040067740",17.0898876404494
"1431","7040073660",16.6198083067093
"1434","1040040050",8.22931442080378
"1437","2040085710",5.55702479338843
"1440","1040909890",45.7911403356982
"1443","2040073580",5.56237301909793
"1446","4040050240",8.96569250317662
"1449","2040084130",7.5018315018315
"1452","2040085670",7.56189770200148
"1455","2040071700",9.60094107102845
"1458","2040070060",13.1688311688312
"1461","2040065960",12.2448979591837
"1464","2040003560",34.1570535093815
"1467","2040077470",6.35066289289438
"1470","2040004280",12.0848640182258
"1473","2040079320",8.74585745657816
"1476","2040085620",9.06194690265487
"1479","4040484760",7.99561678146525
"1482","2040066030",10.6824132043256
"1485","4040545530",8.90909090909091
"1488","2040070510",11.9512195121951
"1491","2040085690",8.75
"1494","2040828790",12.5269217744666
"1497","2040072590",5.9438202247191
"1500","2040085730",8.25714285714286
"1503","4040223160",8.56310679611651
"1506","2040072930",9.88919977616116
"1509","2040085930",12.9954597048808
"1512","2040072920",9.9945945945946
"1515","2040004140",10.5712290502793
"1518","2040085630",7.19850187265917
"1521","2040081260",7.22927409758032
"1524","2040065840",7.80565371024735
"1527","2040085700",11.1076923076923
"1530","6040075410",13.2525697503671
"1533","6040015940",15.6232741617357
"1536","6040527680",8.35652173913043
