"","Assemblage","qFD","Assemblage.1","qFD.1","Assemblage.2","qFD.2"
"316","5040533380",3.62182834154046,"5040533380",3.05067391362366,"5040533380",2.69119887484752
"317","5040533450",2.94279452561974,"5040533450",2.63371122811741,"5040533450",2.49876866376248
"318","5040591010",3.02608478898048,"5040591010",2.72887378226272,"5040591010",2.615510739513
"319","5040591050",18.0076150126756,"5040591050",8.72414630972942,"5040591050",6.27371882899214
"320","6040000010",8.20370419633116,"6040000010",6.64587458916553,"6040000010",5.74621997242607
"321","6040000740",15.3294530798049,"6040000740",6.63216195984502,"6040000740",5.33278670511099
"322","6040000750",14.0841149250786,"6040000750",8.57176938077384,"6040000750",7.10622165867016
"323","6040005190",5.44139245952448,"6040005190",4.00381913605003,"6040005190",3.38739270723165
"324","6040005490",8.23892468713808,"6040005490",3.06602348271041,"6040005490",2.72657439019134
"325","6040005500",11.2479811657669,"6040005500",7.21898155327376,"6040005500",5.16227262235828
"326","6040007010",9.31758636687233,"6040007010",6.84978241536792,"6040007010",5.74758895551843
"327","6040007960",13.7135516444715,"6040007960",7.73712662026034,"6040007960",5.83713600616179
"328","6040008320",13.2849230289681,"6040008320",9.32470313166491,"6040008320",7.51933925406459
"329","6040009770",7.02794825804812,"6040009770",5.24937714261624,"6040009770",4.44262201633946
"330","6040012800",4.42576479120389,"6040012800",3.34453734934172,"6040012800",2.78914712497227
"331","6040013420",4.93199104279512,"6040013420",3.96742028949976,"6040013420",3.48222166106032
"332","6040013430",7.91577059505802,"6040013430",5.37975027254327,"6040013430",4.20973933429812
"333","6040013750",7.80310539521406,"6040013750",4.47639142249142,"6040013750",3.370438121081
"334","6040013760",12.1962062144759,"6040013760",5.07431470948534,"6040013760",3.82874669142595
"335","6040014330",10.519238244507,"6040014330",7.2947549937218,"6040014330",5.9770971039081
"336","6040015940",6.09786284917565,"6040015940",4.63649068687957,"6040015940",3.94464651486393
"337","6040015950",5.54510727471982,"6040015950",4.26986444962624,"6040015950",3.6601091008789
"338","6040016720",4.7128674383437,"6040016720",3.76753276230811,"6040016720",3.36714827798323
"339","6040016760",8.93146225957519,"6040016760",6.21519734361785,"6040016760",5.05387622156626
"340","6040016970",5.51870922261944,"6040016970",4.90590159025235,"6040016970",4.53638150578343
"341","6040016980",5.63588743748837,"6040016980",3.13347935205989,"6040016980",2.68995291237246
"342","6040019090",3.99071479937449,"6040019090",2.93564371286749,"6040019090",2.49851361475697
"343","6040025130",7.66308974766954,"6040025130",5.00395782351493,"6040025130",4.19185477324151
"344","6040025140",7.34132716136845,"6040025140",4.76196888114973,"6040025140",3.87867831963239
"345","6040025420",7.54827654332776,"6040025420",4.79829755391511,"6040025420",3.78147392911412
"346","6040026140",3.80170687094886,"6040026140",2.55494553848969,"6040026140",2.3199974030031
"347","6040026990",2.56014311531354,"6040026990",2.14374846114543,"6040026990",1.99463961904818
"348","6040029280",3.36132239167522,"6040029280",2.65209673981117,"6040029280",2.32005625369924
"349","6040032290",14.1311370180619,"6040032290",9.01033075911286,"6040032290",6.83690001518736
"350","6040034810",5.20021688456849,"6040034810",3.39533466295263,"6040034810",2.98412647879818
"351","6040040460",7.76688177790214,"6040040460",4.96653188745898,"6040040460",4.05214233409513
"352","6040075390",7.23998556124946,"6040075390",5.52632222138341,"6040075390",4.67300901197605
"353","6040075410",4.92498970712866,"6040075410",3.63259006006374,"6040075410",3.18403102376491
"354","6040084750",5.96625375513261,"6040084750",4.3755406132696,"6040084750",3.68952849043156
"355","6040102250",13.422808566237,"6040102250",8.27359430859256,"6040102250",5.84054390694562
"356","6040102330",5.45419961567859,"6040102330",4.98796854525696,"6040102330",4.66282773204713
