HYBAS_ID,Nat_dis,LSR,IE_lmx,Riv_a,GTD,Bio1,Bio2,Bio8,Bio12,Bio15,Elev_range,Str_gra,For_ext,Cro_ext,Area,GDP,HDI,HMG,HFP
1040000010,0,32,4,15138.731,852,25.10540793,12.71357202,25.29882281,134.0288095,84.07682183,2885,102,0,1,236343.2,69711.28541,530,0.124650175,4.941649331
1040003990,1.251,54,6,8114.44,800,26.18598465,10.45754713,26.76953107,156.9210869,64.25578713,2346,124,0,0,111056.1,124831.8953,389,0.178519124,5.606085172
1040006850,0.812,9,4,987.869,711,24.81739775,10.51605257,25.31325505,78.18770465,85.09349329,1941,78,0,0,28620.5,33259.3616,370,0.136821568,5.101102847
1040006860,0.108,14,0,327.165,773,25.78009688,9.257291143,25.52740189,78.44491939,92.69979216,771,82,0,0,7037.8,10428.11299,370,0.107971204,4.425704863
1040007000,0,12,6,611.821,478,23.63416864,11.32879617,24.97484619,130.3979953,98.49764604,1993,42,0,0,26077.6,26750.4359,370,0.140149864,5.016729629
1040007010,0.024,16,0,26.074,673,26.10160296,8.744533466,26.79414313,97.56103576,100.2397269,338,114,0,0,708.7,14333.62827,370,0.101034182,2.902266289
1040007060,0.725,13,0,214.187,379,25.37576476,9.642627723,26.37924152,117.0165322,114.8762456,839,39,0,0,6517.1,22666.73279,370,0.130682319,5.764862398
1040007070,0.031,16,0,325.34,488,25.42133728,9.173949947,26.3268265,132.0585007,117.0230811,722,64,0,0,7799.8,16816.42864,370,0.124113072,4.728513597
1040007260,79.127,26,2,5343.467,469,24.35773997,11.53029582,25.63459201,161.2317554,110.2093679,2319,47,0,0,64696.7,41858.19086,370,0.171496045,5.731355718
1040007270,0.002,12,2,1029.497,429,26.36626734,9.69135364,27.20835915,241.6791028,109.3668864,730,50,0,1,30966,812094.4958,370,0.233829647,5.636475866
1040008100,535.321,20,11,449.533,46,26.7129485,8.29029862,26.6974444,435.8075767,85.94969839,62,6,0,5,745374.3,336021.5103,370,0.282748432,17.0074354
1041144990,361.398,29,25,533.868,31,27.29934911,9.202673162,27.54646673,507.7754533,83.35448808,32,6,0,5,513314,464045.0169,370,0.489548737,16.23694239
1041145090,248.108,38,6,26099.559,166,25.782658,11.36212596,26.43409794,422.5643898,105.3668711,4806,43,1,8,230636.1,21194.92691,509,0.185550336,6.86640286
1041139500,71.232,26,4,2373.212,60,26.80635739,9.546274878,27.17642788,527.4332665,90.57282147,497,11,0,5,298252.8,101170.7849,370,0.318268434,11.21509541
1041139430,316.382,56,5,34065.789,398,24.51295218,12.26042399,25.33492248,518.8684554,104.0152619,4279,101,1,5,217976.4,61757.92776,431,0.241842474,6.7136581
1041115400,13.177,22,18,4923.492,231,27.74539233,11.92676263,28.59459422,349.2467891,113.6260998,686,29,0,2,221362.6,143361.1316,372,0.311006003,9.552841024
1041115240,45.244,13,8,3820.426,75,27.34266504,11.15777665,28.07037862,437.310446,107.0115492,666,23,0,4,52927.1,110465.2639,370,0.334633487,9.343861447
1041014470,37.476,24,11,3469.074,450,24.98220865,12.94563422,25.93133663,417.3914398,107.2623521,2686,59,0,2,45572.2,43363.39953,448,0.198177913,5.616882701
1041014460,193.852,57,9,17858.629,459,23.85557325,13.30737641,24.42802232,591.5698107,88.21291429,3881,136,0,7,144786.4,69331.75879,447,0.254124773,6.762870253
1040008110,0.013,50,9,3328.326,48,27.4238441,8.282246894,27.61651266,516.052837,82.95803898,324,9,42,7,49488.3,23981.41967,486,0.169162159,7.421315308
1040008470,242.12,96,6,17945.857,149,24.47972383,10.13048744,24.93287385,704.0524504,97.47096642,4602,73,14,8,95248.8,58383.76421,555,0.287545338,6.29677406
1040008480,0.122,134,5,29833.705,291,22.77785869,10.33323117,23.65650614,843.7496073,77.49827191,5779,93,33,7,211436,776515.8124,539,0.286391668,8.744504976
1040009450,918.116,194,7,43214.281,310,22.17301264,9.935303142,23.20050299,980.8534081,101.8491224,3154,87,34,3,204075.8,24004.94565,531,0.178809231,6.321299308
1040009460,2.602,258,6,10905.676,167,24.7623534,9.04175353,25.72625731,983.2011041,93.6695254,981,59,65,3,56548.9,26180.85191,531,0.143213741,6.757300689
1040010030,2286.021,446,4,63994.922,175,23.76146563,10.28180141,24.78472012,1142.745818,110.5600571,1924,56,47,6,155318.3,15021.68293,457,0.121108349,5.119785628
1040010040,0.665,266,8,12788.81,174,24.97594339,10.68137929,25.9898714,1029.179829,107.1028035,1028,51,58,4,56638.4,15498.69304,418,0.132512167,7.151517279
1040010590,686.047,343,1,20659.51,186,23.89139675,12.43986365,25.29957784,1052.917332,114.2073206,2129,43,40,7,61392.7,10224.58322,418,0.1443837,6.971908669
1040010600,0.002,371,7,39902.477,174,24.3491807,11.44931153,26.12205575,1210.423833,89.49022185,2020,41,79,6,141264.7,34814.79012,418,0.184248647,8.416418684
1040011530,0.734,430,68,881.43,7,25.17525659,11.48577732,27.37694013,1128.215734,75.4127162,16,3,38,1,4421.4,6523.52937,418,0.170207256,7.798055104
1040011660,3896.251,310,18,10825.605,99,25.06975268,13.22024711,27.29306395,969.7968784,90.80129718,578,38,79,4,1378121.1,11781.51682,418,0.195231873,8.248129846
1041472390,601.546,255,29,44060.891,189,21.63418441,10.28553003,22.9786022,1131.078477,105.5046381,2843,108,40,14,161059.1,105248.6099,480,0.332060512,8.58602708
1041472430,3174.302,172,5,64426.258,329,22.21759298,13.24182816,24.17669752,828.9056977,114.8580259,2439,77,35,7,1205882.3,56965.10619,458,0.227375959,7.196285073
1041431680,1852.782,83,2,7602.766,380,22.53335117,13.01689338,23.86904485,802.3221453,120.3262346,1101,91,32,3,859018.4,759103.2143,552,0.229426704,7.179346326
1041431480,715.641,154,1,31908.195,237,21.95406514,12.46697795,23.25476192,945.8911229,118.5122983,1911,80,48,8,149540,18038.00018,574,0.197048555,5.722487188
1041438780,491.555,166,9,36464.227,134,20.47210618,15.19679967,21.82231798,972.1916337,115.1943636,1200,35,64,6,156566.4,155911.5874,578,0.204517446,5.848184674
1041438860,1323.527,58,8,30906.154,319,21.28608416,14.16700531,23.22066891,692.7630896,114.2802045,1208,62,36,7,683379.1,26440.18642,529,0.246794721,7.503055841
1041473950,47.49,45,5,15111.614,130,21.64958156,15.62085321,23.62017845,713.0567337,111.8809341,660,19,27,1,155287.3,1383.843983,567,0.120774592,3.096470237
1041473880,1012.679,160,17,79823.352,163,20.6410454,14.79709491,21.99915754,1025.102865,103.5097108,744,30,64,4,362355.2,4400.768876,560,0.124957461,4.45929892
1040011670,0.329,239,7,63596.551,225,22.21757575,12.59451501,24.89267476,833.7037874,90.45448261,2444,55,67,6,245186.1,24008.13424,454,0.21623664,7.888918016
1040012590,308.775,153,33,1627.179,137,23.14330243,12.09902457,26.09228934,966.8654407,52.58304249,144,19,67,5,407139,75586.17444,418,0.358496641,13.30070449
1041584690,115.52,58,6,9779.074,73,24.121624,13.345419,27.10634506,562.8579672,89.95020449,541,15,57,3,64544.4,2018.064599,419,0.116611742,4.923585237
1041584780,239.844,80,52,2528.507,55,23.61876679,13.3633489,26.79148099,716.1947046,66.3924893,106,10,68,9,345110.5,42943.17811,418,0.311211072,14.03104386
1041576130,118.206,56,2,12044.642,441,19.61396549,13.93773413,23.06316361,645.8457809,81.26669966,2228,84,37,13,81485.7,229740.3592,601,0.29707492,9.138803972
1041576090,158.915,52,3,15051.184,405,21.34212296,13.94257256,24.75906434,531.1509401,90.7128325,1773,55,48,14,261202.8,107510.8839,533,0.203305737,7.734120867
1041548260,52.317,14,2,363.908,456,21.64117997,14.59973216,25.94967553,362.9023486,87.23804559,367,44,8,19,155088.5,4634.878484,633,0.132311405,6.705234313
1041548220,21.01,23,2,2363.503,335,20.71621032,14.25522928,23.88945419,463.54177,96.59526158,1023,43,26,9,29066.7,192884.2845,574,0.21475951,7.276059847
1041548760,43.073,12,1,8119.578,513,19.98518202,15.28799835,24.26419519,509.5965053,85.43352951,1440,54,17,12,133110.8,1039088.327,645,0.23800166,8.227644614
1041548750,10.977,13,1,1451.347,321,21.42992408,14.84499036,25.23189711,384.2433062,92.60769508,719,34,21,3,19497.6,75391.50711,698,0.170274443,4.782629639
1040012600,0.096,176,33,61.463,192,22.9479989,11.73066519,25.6847802,975.67531,55.65197099,86,28,88,3,772.3,12780.04393,418,0.281837953,9.594982553
1040012680,159.337,114,5,10013.034,339,20.4754556,13.23465664,23.68457715,758.9222627,73.90070847,2237,86,75,7,46725.6,177692.3825,568,0.247508663,9.565511362
1040012690,0.014,157,4,1832.431,287,21.76134888,12.82477561,24.74129208,750.0560168,72.83899809,1658,61,91,7,10344.3,1305700.337,460,0.333358274,11.84671342
1040012810,111.612,163,3,6520.484,427,18.76520997,12.70064749,21.81037252,815.3738053,70.37804143,2200,100,84,14,30280.4,229324.6555,595,0.338967351,10.24520201
1040012820,0.742,155,4,28967.182,548,17.03585098,12.825782,20.57769149,720.1433639,53.64997655,3393,121,48,13,212505,321673.0059,626,0.269970938,10.71829474
1040014490,18.728,23,5,1465.145,678,16.0551962,14.42581376,19.91772876,355.1095143,36.25954178,2171,85,11,6,34806.1,4053.018818,685,0.104165831,6.513897396
1040014500,0.003,101,16,448.073,634,16.43792714,10.03353776,16.36115043,637.8231951,17.94337464,1324,162,62,14,7381.5,398447.6071,716,0.301142163,11.32621391
1040014920,42.665,25,3,2108.681,842,16.27750522,14.36208857,18.58143613,279.3480935,26.99513563,2112,114,5,6,45083.1,27812.60414,768,0.105296947,6.66541053
1040014930,0.041,117,9,2353.582,688,16.47707315,11.84774353,12.53750513,469.8705286,35.07687926,2146,130,27,31,15664.1,173679.9158,777,0.331728912,9.785145193
1040015030,0.084,62,7,8281.702,757,17.47717688,14.46646537,14.02797084,252.0153528,48.22683731,1935,94,4,13,111328.1,806874.4431,732,0.152346921,7.80653337
1040015850,309.803,10,3,1741.993,1276,18.63845932,13.43551425,21.21572583,60.75084971,45.23518833,1617,161,1,0,884883.1,5037.12809,660,0.034428141,4.416974753
1041620260,280.182,8,4,7642.351,842,19.79480173,16.66640022,24.85011142,132.9751617,71.92895493,1847,93,0,0,796731.2,1055.52557,662,0.025142876,3.809163438
1041620200,24.496,8,9,3488.271,668,18.96182566,15.37045047,23.72209601,161.6551951,103.843018,1981,66,0,0,86977.8,3501.302025,640,0.024235732,2.653766509
1041624310,123.442,5,1,13286.004,255,20.2582337,17.28805279,24.99577643,301.6631776,89.88303738,1846,19,0,3,361380.7,10944.75416,670,0.057312887,4.483492732
1041624330,312.517,11,7,573.218,780,19.7328212,17.24604774,25.75595975,186.2159948,72.74706506,559,70,0,0,428259.7,7228.382782,691,0.077406546,6.524639989
1041626200,7.236,16,4,2619.532,521,16.8914205,16.75322453,21.82102266,201.6054245,51.69639806,1230,42,0,1,85063.1,982.55262,693,0.037865484,5.386745674
1041626210,304.775,11,5,7488.006,590,17.63323579,16.70297243,23.45362344,276.9739003,68.67894418,1275,47,0,1,347209.5,27945.07433,691,0.046853879,7.175338561
1041629430,114.203,57,1,12519.823,614,13.95590658,15.13195669,19.26544428,580.1330753,60.58475719,2425,121,1,7,98763.6,46085.85649,613,0.218637999,8.892920874
1041629370,185.198,30,1,16452.523,425,16.37667779,16.1513006,21.24609606,574.5974532,72.16617718,2246,41,0,27,197513.3,689342.1728,664,0.304961099,10.01110184
1040015860,0,14,7,10936.167,1078,19.6365779,13.99706225,22.11716802,146.0050714,103.1569379,2599,105,0,1,261113.2,45090.32636,640,0.037648044,2.703495329
1040018110,0.001,10,100,0.008,52,20.88273811,6.841666698,23.07381003,32.28571429,112.4208309,9,-999,0,0,6,24.17947824,629,0.024887852,2.222097635
1040018120,221.718,113,5,22217.396,359,20.80775332,13.16415386,22.13323584,762.7757299,104.4443012,2460,62,30,3,108945.8,20859.60443,548,0.319514693,6.424716475
1040018130,0.001,155,8,22745.262,549,22.40902797,10.51764549,23.72193342,616.8548802,109.4385305,2521,115,28,2,123689.9,25966.40483,533,0.272188768,6.832672454
1040019180,369.01,493,2,8277.108,373,20.31425818,12.16585369,21.07934767,1216.217457,88.09033696,2459,98,85,5,22908.3,22036.4588,533,0.229198392,9.891781928
1040019190,0.02,142,14,108.885,370,24.5615983,8.360458536,26.79077505,507.8897828,122.493985,186,46,1,1,1081.2,75833.16497,533,0.222974216,8.989209472
1040019270,199.857,306,3,6431.953,346,21.90187656,10.68464131,23.0871949,980.3940712,92.61843841,1972,81,66,2,22892.3,4730.348295,533,0.196541099,6.677059656
1040019280,0.268,189,7,489.438,317,24.24280323,7.844333861,26.53846733,649.8567994,114.120382,278,47,16,2,3212.6,1581.044633,533,0.166598624,6.338329029
1040019420,1868.72,400,2,57993.426,259,20.90753271,13.00045943,21.66635901,1193.136075,87.19363258,1924,57,89,4,150086.5,16816.94543,533,0.148520618,7.353555931
1040019430,0.099,293,6,20742.559,303,24.31187091,8.805364292,25.85427182,916.1777668,90.90223459,1481,76,69,1,76150.4,1647768.462,533,0.284034378,7.154734353
1040020040,39636.766,479,5,104743.242,250,24.12581868,9.40341546,25.04444829,1345.756094,74.8239977,1321,67,55,3,3705301.8,367746.5269,487,0.22850989,7.457540032
1041213630,29224.965,712,18,43618.594,172,24.95556214,9.861690741,24.76651185,1768.727702,51.61716708,587,82,47,3,2708456.8,2775.49274,569,0.157095422,4.398107673
1041213640,8896.918,326,3,279847.813,226,23.48719642,11.59208111,23.55286977,1519.811125,63.6461839,1275,46,82,4,894488.8,8302.742928,464,0.16697654,5.892565564
1041174950,3341.031,346,13,95749.305,124,24.32580459,10.17172138,23.94423261,1612.320212,49.74665063,965,34,79,1,285042.8,5587.838638,523,0.133624205,3.429564346
1041174960,24400.516,377,48,15392.504,36,25.16070638,9.211706996,24.90736635,1798.830466,31.25988552,136,10,81,0,2355752.5,6060.914336,450,0.137890728,5.401448267
1041156960,18379.127,558,5,413726.875,127,24.05226774,10.09241944,23.79450182,1731.067833,37.12710359,3013,43,87,1,1693384.5,6307.175417,435,0.127544246,5.105272134
1041156950,5167.099,288,4,210770.859,143,24.41719653,11.69030406,23.83758726,1549.233063,60.89662811,1454,32,55,2,648280.5,5667.232307,398,0.130236109,3.850889113
1041259940,2535.299,220,13,116644.313,190,21.63185381,12.35682566,22.04142058,1169.718824,97.60225823,1478,57,79,10,453089.8,31886.54294,486,0.189199926,6.101993229
1041259950,1769.445,132,23,46923.297,239,22.37857807,10.95163686,22.45266103,1053.36414,84.94150801,3467,78,46,9,266514,49553.17121,502,0.235575387,7.51804663
1040020050,0.039,298,13,3721.986,299,24.57251694,7.590263577,26.27705921,1134.894994,81.65348257,840,55,81,2,20434.1,237037.2159,503,0.323576722,9.772762009
1040020240,965.603,502,5,20011.389,198,24.1843412,8.072289592,24.93061718,1474.985566,76.78317698,870,53,71,1,59761.9,9300.206657,592,0.304556921,5.569767496
1040020250,1.785,857,18,17374.109,153,24.87818903,7.060646792,25.57805644,1682.455667,76.14561249,913,55,88,2,53029.1,9854.690954,675,0.153268948,3.732362433
1040020570,4804.906,709,5,88144.266,163,24.25263074,8.791083135,24.36142725,1801.885247,63.55087519,965,54,91,1,215217.5,29190.85572,681,0.106526727,3.31395687
1040020580,8.359,1096,11,46622.801,136,24.24781644,7.896666003,23.94064694,2038.790358,62.33973129,1162,53,81,4,113357.7,513687.6911,587,0.155591969,6.216158031
1040021500,1993.762,504,3,51209.688,158,23.41301145,10.14385717,22.46660038,1663.295508,75.34491172,2860,66,68,20,133626,38675.58103,517,0.186137789,6.045524589
1040021510,19.515,1696,18,16847.326,180,25.15510823,7.656459678,23.96321973,2631.863527,68.75489726,3895,196,89,6,34694.8,672977.7864,519,0.235706412,8.811099198
1040021910,2466.77,1352,6,31107.816,142,26.27963896,8.830093322,25.00877782,2038.971565,73.02795687,2613,83,55,34,52698.8,483103.6888,525,0.432343034,10.96680852
1040021920,3.204,1826,80,73.664,28,26.40531794,7.431359666,25.26891444,2831.157895,65.84051107,37,23,56,25,264.3,1313749.486,527,0.475562258,14.50134589
1040021940,3.127,1517,40,11613.801,35,26.42525388,8.134733842,25.30918513,2651.812095,64.71932576,394,23,57,45,26836.6,3284797.44,527,0.596892907,17.97107215
1040022420,6861.037,921,18,41062.453,140,26.35033067,8.872961667,24.89164714,1571.989848,75.30313422,575,56,62,67,2098663.8,752514.5754,527,0.5326638,11.87405782
1040909890,2922.666,303,9,70926.797,147,26.38795961,11.56398938,24.71197194,1134.436353,99.04284243,1446,39,22,33,1730224.9,517179.6832,526,0.49148188,11.78370214
1040909900,2832.512,326,8,112306.523,199,26.20402711,11.76195465,24.8627367,1210.238421,101.086453,2901,78,22,32,338967.7,155146.2864,517,0.489889728,10.93353583
1040760290,294.095,63,14,25181.668,174,27.53002664,13.31240612,27.17016859,512.6526841,142.3157147,604,23,0,46,182805.2,241487.799,441,0.543956291,9.564696658
1040760280,933.064,65,8,16619.311,191,28.34333431,13.25031362,27.64088294,592.2307624,131.807433,577,23,7,30,1360282.5,45898.56572,412,0.416389031,7.996965561
1040722720,960.48,39,13,61515.883,193,28.82477486,14.75756061,29.84961129,318.8918712,140.5587113,804,15,1,12,726920.2,31294.37596,425,0.230947203,5.315204363
1040722570,22.776,21,3,34777.277,374,27.54038089,14.41447087,31.57328107,109.3121681,126.8659255,2287,24,0,3,542940.1,2947.026198,488,0.06150667,1.642533397
1040641670,207.19,151,11,30153.162,101,27.10069253,13.11307147,26.04426352,968.3697053,113.3208909,486,19,9,10,129494.4,29541.59708,445,0.454708682,11.31566894
1040641660,671.57,332,11,56881.113,128,26.01427269,15.42363747,25.09744037,1324.471883,105.796143,1035,26,27,7,145809.4,172848.0239,424,0.295969206,7.56934985
1040022430,5.373,592,12,59968.039,122,26.41465947,9.540620669,25.1982365,1413.881981,71.68957249,940,32,46,47,196951.9,2101488.983,509,0.460460282,10.10365116
1040023300,987.533,268,27,12788.129,172,26.45951746,8.761729993,26.21379834,1292.164135,57.37127748,921,48,42,48,412648.8,42184.39435,568,0.487077158,8.94479289
1040915980,834.561,188,16,9795.326,122,27.37316329,10.32629579,26.00921803,1193.719629,75.34391723,634,25,60,33,301109.7,38643.61293,579,0.293928549,8.539412964
1040915990,475.904,248,7,22323.602,138,27.82434531,11.88878272,25.842598,1063.748183,99.24233336,732,34,30,24,75691.8,28633.89951,481,0.357632607,8.792668695
1040873650,286.158,95,14,20529.58,149,27.99352496,12.53758403,26.23958264,868.2486411,107.7990323,431,22,22,19,111517.9,212143.3128,482,0.405679511,11.14058504
1040873640,404.298,179,2,13060.896,201,27.17562982,10.66739758,25.7470812,1045.508117,76.91913435,590,32,57,21,154022.9,23732.12311,526,0.27332898,8.34360925
1040786860,30.267,69,2,1802.008,182,27.50570066,11.2633536,25.8984534,972.2806476,102.4040285,281,20,6,6,15300.9,42749.46601,402,0.348360972,10.7360151
1040786690,37.152,41,9,3911.854,141,27.96445164,12.7393298,26.27398272,791.7926779,115.7633814,247,17,0,16,86226.4,40546.99511,412,0.43006954,12.48209984
1040709030,52.408,25,26,3006.824,88,27.90242756,14.20155712,27.36446529,552.9335046,131.5229918,417,14,0,19,31189,21543.8781,423,0.388384045,9.763561973
1040709280,14.452,62,15,2156.855,144,27.70664464,11.98933584,26.33271188,894.196681,114.0413293,405,26,1,10,20527.2,105800.8442,403,0.446255201,12.90218673
1040023310,0.124,357,12,16226.081,141,26.19235322,7.736765637,26.59305921,1460.498692,57.19637876,819,31,17,18,74783.4,807374.3167,570,0.528751243,10.49757804
1040023890,236.243,168,2,17515.436,173,26.75632306,9.506921653,26.17987232,1133.493906,75.46263984,704,28,32,13,83110,121142.4896,462,0.322645345,8.161326846
1040023900,0.496,431,20,3276.852,95,26.47557846,7.441757305,26.99434058,1396.767698,69.82031547,385,24,11,9,11237.6,3896023.566,474,0.532905597,9.781887884
1040023950,230.147,207,4,24930.412,153,26.35096887,10.27256148,25.60508501,1125.343535,69.06455781,709,26,43,28,99253.8,122645.1981,474,0.428816744,8.678728709
1040023960,0.063,389,14,3160.435,99,25.8835939,7.755737215,26.23989473,1353.309206,69.30933175,483,25,19,13,12590.8,57791.69369,474,0.535131965,7.29811356
1040024070,464.16,354,5,22292.076,140,25.22507625,11.796432,24.52252777,1394.999774,67.09425207,1256,32,37,23,75334.5,66876.61253,468,0.44543266,8.028379128
1040024080,0.433,1215,14,182129.094,131,25.99655401,11.78677422,25.20731932,2272.819671,91.55581106,1693,49,38,8,358341.1,96337.51881,430,0.277736164,7.344590276
1040026800,143.102,117,6,17395.555,137,27.44705983,12.87176054,26.52085656,904.0343726,130.5240901,1468,29,13,10,72618.4,21850.55214,477,0.313543534,7.855997934
1040026820,0.076,23,18,2080.202,67,27.21374701,13.98579965,27.82425184,524.4261603,150.479229,132,10,2,21,41748.7,888082.2938,493,0.605752812,13.55138604
1040027410,125.53,7,44,1375.989,34,26.67395155,13.0489098,28.7700657,236.6941663,156.257923,51,4,1,9,443989.5,51555.52676,498,0.281108196,9.528678056
1040571730,182.766,94,8,25975.1,166,29.18126039,13.64845578,29.5839103,463.1089784,139.7279481,904,24,6,4,393519.7,12478.77413,493,0.234483828,6.264476727
1040571900,41.441,25,5,3616.832,130,28.50446785,14.15802643,28.94574241,455.4788781,144.9716919,109,11,0,11,45291.9,10455.0596,494,0.36925798,7.584695235
1040633360,0,39,4,2916.22,381,29.50223777,14.15602906,31.25046714,233.014849,135.7581214,597,28,0,4,44344,4284.273125,505,0.173883851,4.502253261
1040633540,447.59,31,11,1533.72,186,29.16856699,13.30974865,27.81332662,615.8435223,139.5222583,328,28,0,10,255072.1,111437.7417,442,0.445183639,10.81281823
1040644790,65.717,22,5,7857.139,232,29.27918137,14.37608058,30.44297927,286.1890159,138.3169834,425,16,0,5,108612.1,4791.967046,494,0.239923073,5.335282905
1040644920,378.746,40,8,2337.475,353,28.3876088,12.67710112,26.91875512,742.7348636,136.2121084,462,42,0,7,148278.6,5234.199222,442,0.420324819,9.157518856
1040667360,96.627,56,6,13602.068,211,27.54148061,14.74909966,26.70022182,688.019013,133.9645569,741,25,1,8,102171.8,7755.797441,440,0.389087039,8.717202082
1040667560,277.706,248,5,11803.006,293,26.04532094,12.98394209,24.9384066,1202.140328,117.6417792,1271,58,25,4,38996.7,12302.26378,429,0.242167373,7.614138242
1040027420,0.024,12,90,0.82,39,25.18173833,10.38977853,27.74062493,219.40625,157.035319,10,12,0,5,124.3,247660.0609,507,0.199546033,9.19156566
1040027430,0,11,1,21408.836,385,26.17893411,13.29253976,29.9872056,63.04129905,114.7119203,800,19,0,0,416450.8,37950.96651,558,0.036232227,1.342220939
1040028700,60.86,18,1,6228.361,539,22.8002783,12.78683823,24.0209207,33.52734022,81.43446989,850,25,0,0,108230.8,2089.153784,636,0.018239844,1.922883533
1040028710,0.051,27,1,1423.052,797,20.33738567,10.82928562,17.02934149,47.76351294,78.49918973,663,38,0,0,26682.9,3600.461357,647,0.037547744,3.913683137
1040028960,240.905,48,3,12199.811,603,20.12180692,13.13398609,14.93228068,141.2218308,67.73965043,3888,96,0,1,95886.5,8712.716829,669,0.08524817,4.349319855
1040028970,0.005,58,22,6785.869,595,17.1871439,11.57198994,12.21004249,293.2306995,70.24681475,3954,160,2,31,74061.5,398476.2702,647,0.306022578,11.36679604
1040029430,81.611,77,18,5246.233,460,15.56592775,12.9200713,10.35977288,411.088117,61.43211339,3839,169,6,51,38046.5,260802.7211,647,0.412837637,12.27729328
1040029440,0.389,66,31,2190.346,397,16.83255945,12.00756747,11.66322836,460.3446872,71.16361393,1521,103,1,77,20099.4,3532636.075,647,0.535271862,15.55759544
1040029700,135.366,130,20,7412.248,428,16.15227942,11.87887004,11.04744503,531.2001617,63.2056461,2903,144,14,63,37813.3,717969.9479,647,0.477407812,14.53647546
1040029710,0.252,274,24,1381.399,309,17.89580049,10.04622198,12.04338115,764.9980053,82.08168137,1574,76,42,55,7415.2,2731770.523,647,0.495877667,15.92849633
1040029810,0.366,83,19,24463.094,451,16.20815767,11.80897956,11.10802047,444.354885,50.70933613,3620,110,11,31,275925.8,1418953.292,717,0.450983106,12.91240827
1040031860,0.495,47,4,16859.477,433,19.90876435,12.08373466,13.62709028,114.7533998,74.46521972,946,36,0,2,286613.1,370039.672,715,0.13789223,5.596626561
1040034170,0.001,18,20,568.881,417,20.83263273,12.6194581,15.14132643,71.263436,96.00135079,369,23,0,24,16374.7,5353111.276,691,0.403978955,14.89006506
1040034260,1934.054,7,4,141502.406,595,26.00416817,15.8710684,28.450103,41.3546591,103.8448735,1731,30,0,2,2916808.3,595150.1293,548,0.098182601,3.644312212
1040526810,366.222,78,9,48057.055,456,25.45728255,15.20184974,25.78901668,493.9173871,132.0394699,4071,108,0,12,205097.2,84960.60129,463,0.318066945,7.884636454
1040526970,2708.521,9,6,15126.246,219,29.02272601,16.05486734,31.28763807,149.4416303,154.1562068,303,14,0,2,2045604.9,216101.2786,490,0.249121674,7.948653634
1040601200,1554.698,222,14,113345.633,310,22.75732557,14.78004471,21.83952937,1017.90223,113.8106728,3791,143,3,14,308196.7,229802.2701,463,0.47345457,9.80101115
1040601190,1300.549,37,14,40787.328,69,27.93963123,14.67126015,27.37378815,504.1801759,128.1733149,1642,19,1,15,1670930,162713.9561,471,0.366351552,8.822972796
1040843040,317.58,103,8,31904.006,150,25.55129124,13.54149796,24.2495591,1061.843718,68.4923757,2689,60,17,6,214881.2,52144.5824,429,0.210091321,6.614390827
1040843030,2314.148,43,22,7037.882,7,27.74644808,13.10903415,26.20781187,800.7499073,95.06526926,475,3,3,3,1197395.8,20892.90171,423,0.19704749,7.062834142
1040837630,1066.322,48,5,78728.602,145,26.71011201,14.33426665,26.13464874,732.1736687,114.9322263,2484,21,17,11,615820,27697.34507,457,0.269024339,8.195899621
1040837890,1537.884,163,25,115848.961,188,22.4701972,11.28230918,22.09614191,1151.980921,55.7026153,4399,57,19,23,552637.4,192508.9874,491,0.41143976,10.104188
1040034270,0.004,3,35,991.011,256,20.52176435,11.84137353,14.11786966,59.37023331,81.54689362,598,17,0,53,20936.3,9808673.215,691,0.659876771,28.06946234
1040034490,12.717,1451,12,686.052,213,22.51872486,6.670806975,21.97317902,2548.580794,57.4434264,2862,810,66,25,3132.1,3738210.433,586,0.231469743,11.0720482
1040034610,0.2,63,4,357.62,662,17.72583735,7.320260069,15.08255131,304.3331818,78.96980871,3533,604,11,0,8752.8,4138821.225,855,0.380980064,19.18585265
1040034900,0.905,103,17,429.949,919,24.3748399,7.693295044,23.24151028,119.3813204,63.47601218,1399,180,2,13,3938.8,13633.52818,477,0.213354392,6.961583422
1040035180,5.414,144,18,2790.144,193,24.13133815,14.46242622,27.35842136,563.179401,95.91224872,1313,44,0,4,26209.6,26677.29045,512,0.259788557,7.881201134
1040035400,180.786,180,4,6769.182,376,22.7633257,14.56561171,25.50443485,770.2015781,105.4438917,1708,83,1,4,32381.6,17969.07405,512,0.243177275,7.913234544
1040035410,0.199,53,19,1539.156,353,24.04910812,14.13114143,26.78334139,670.1076415,113.5280941,1325,80,21,2,18124.7,38508.06397,512,0.221472068,7.625134635
1040035590,432.578,284,5,16263.651,363,22.04450679,12.81549944,24.60027993,971.9284428,111.311643,2521,100,7,7,54938.5,27055.97139,512,0.205759893,7.420151685
1040035600,0.358,149,15,3758.03,161,25.01565961,12.81167034,27.31147152,896.7814256,125.0301471,867,40,31,3,21658.1,16249.94645,512,0.186153987,6.214993447
1040036020,1021.414,663,7,21981.982,285,21.70004962,12.89677998,23.65291694,1396.62206,106.6593753,2470,127,8,4,48011.9,52364.0695,512,0.23489394,8.202737604
1040036030,0.827,681,19,36384.645,174,25.32404825,12.29706622,26.48672651,1416.71369,116.5456475,1538,67,20,2,79095.8,13977.83464,512,0.175281585,6.324422605
